# id	name	mnn
7823	Асептолин плюс	-
455	Асиглия &reg;	-
456	Асиглия &reg; Мет	-
8175	Асинак	ацеклофенак
10457	Асинис	~
457	Аск-Магнио	-
458	Аскобайрон	-
7126	АскоРутиКаль форте	~
10298	Аспарагиназа	аспарагиназа
10936	Аспарагиназа Медак	аспарагиназа
5844	Астроглиф	темозоломид
9486	Астрозон	пиоглитазон
463	Атазанавир	атазанавир
464	Атазанавир Канон	-
465	Атазанавир-КРКА	-
466	Атазанавир-Нанолек &reg;	-
467	Атазанавир-ТЛ	-
468	Атазанавир-Эдвансд	-
469	Атазор	-
470	Атазор-Р	-
471	Аталурен Герофарм	-
11212	Атгам	иммуноглобулин антитимоцитарный
12039	АТГ-Фрезениус С	иммуноглобулин антитимоцитарный
472	Атектура Бризхалер &reg;	-
474	Атериксен &reg;	-
475	Атермик	-
4868	Атероклефит	~
10860	Атма	~
6074	Атозибан	атозибан
9003	Атракуриум-Медарго	атракурия бесилат
5531	Атракурия безилат	атракурия безилат
6271	Атрам	карведилол
9408	Атрианс	неларабин
11937	Атрикан 250	тенонитрозол
6150	Атрипла	тенофовир+эмтрицитабин+эфавиренз
6923	Атропин	атропин
8323	Атропина сульфат	атропин
6002	Атропин Нова	атропин
476	Аугмеклав 1000	-
477	Ауранекс	-
478	Ауреоклав	-
4049	Аурисан	декаметоксин&
12010	Ауробин	~
479	Ауробин &reg;	-
12155	Аурорикс	моклобемид
13305	Аурум комп	~
480	Аурум металликум	-
481	Аурум муриатикум	-
13633	Аурум-плюс	~
482	Аутвирс &reg;	-
12862	Афала	~
8870	АФАЛАЗА	~
483	Афанстия &reg;	-
484	Афатиниб	-
486	Афатиниб-Промомед	-
485	Афатиниб Фармасинтез	-
4975	Афинитор	эверолимус
487	Афлеб &reg;	-
10874	Афлодерм	алклометазон
6483	Афлубин	~
6334	Афлубин-Назе	~
488	Афлюдол &reg;	-
6981	Афлюмикс	вакцина для профилактики гриппа [инактивированная]+азоксимера бромид
489	Афобазол &reg; Ретард	-
9587	Афобазол ГР	фабомотизол
13309	Афосар Эдас-116	~
13308	Афосар Эдас-916	~
490	Афстила &reg;	-
8702	Аффинолейкин	~
3430	Ацверис &reg;	-
492	Ацеклагин &reg;	-
493	Ацеклофенак	-
494	Ацеклофенак Авексима	-
496	Ацеклофенак-Алиум	-
495	Ацеклофенак ЛЕКАС	-
5430	Ацеллбия	ритуксимаб
4494	АЦЕНОВЕРИЗ	цефуроксим
4899	Ацербин	-
497	Ацетазоламид	ацетазоламид
5828	Ацетазоламид-Акри	ацетазоламид
498	Ацеталган	-
6983	Ацидин-пепсин	бетаин + пепсин
509	Ацидокетан	-
10093	Ацидум С	—
6822	Ацизол	цинка бисвинилимидазола диацетат
8306	Ацилакт	лактобактерии ацидофильные
7013	Ацилакт сухой	лактобактерии ацидофильные
7272	Аципол	лактобактерии ацидофильные+грибки кефирные&
8894	Аэприн	эпоэтин альфа
4693	Аэртал	ацеклофенак
7791	Аэрус	апротинин
510	Аэрцек &reg;	-
13249	Б-190	~
512	Бабалу &reg;	-
513	Бавенсио &reg;	-
7902	Багодилол	карведилол
4979	Бадяга	бадяга
7033	Бадяга комп	~
3549	Бадяга (порошок)	бадяга
